38,77553682	60,65
38,91648521	60,649877
39,05748073	60,64950786
39,19857062	60,64889222
39,33980243	60,64802945
39,48122412	60,64691867
39,62288423	60,64555875
39,76483201	60,64394829
39,9071176	60,64208561
40,04979218	60,63996878
40,19290814	60,63759554
40,3365193	60,63496336
40,48068105	60,63206937
40,62545063	60,62891039
40,77088731	60,62548289
40,91705265	60,62178294
41,06401081	60,61780625
41,21182881	60,61354808
41,36057689	60,60900328
41,51032885	60,60416616
41,66116252	60,59903055
41,81316018	60,59358969
41,96640907	60,5878362
42,12100205	60,58176202
42,27703818	60,57535835
42,43462358	60,56861557
42,59387223	60,56152313
42,75490704	60,55406948
42,917861	60,54624195
43,08287857	60,53802658
43,2501173	60,52940796
43,4197497	60,5203691
43,59196554	60,51089109
43,76697454	60,50095293
43,94500965	60,49053114
44,126331	60,47959937
44,31123082	60,46812789
44,50003947	60,45608303
44,69313303	60,44342635
44,89094295	60,43011371
45,09396842	60,41609401
45,30279251	60,40130757
45,51810369	60,385684
45,74072487	60,36913924
45,97165356	60,35157165
46,21211903	60,33285623
46,46366573	60,31283643
46,72827994	60,29131156
47,00859014	60,26801704
47,30820192	60,24259145
47,63229712	60,21451768
47,98880818	60,18300795
48,39103208	60,1467485
48,86469665	60,10321136
49,4750453	60,04602441
50,67687749	59,93113105
51,32312251	59,86886895
52,5249547	59,75397559
53,13530335	59,69678864
53,60896792	59,6532515
54,01119182	59,61699205
54,36770288	59,58548232
54,69179808	59,55740855
54,99140986	59,53198296
55,27172006	59,50868844
55,53633427	59,48716357
55,78788097	59,46714377
56,02834644	59,44842835
56,25927513	59,43086076
56,48189631	59,414316
56,69720749	59,39869243
56,90603158	59,38390599
57,10905705	59,36988629
57,30686697	59,35657365
57,49996053	59,34391697
57,68876918	59,33187211
57,873669	59,32040063
58,05499035	59,30946886
58,23302546	59,29904707
58,40803446	59,28910891
58,5802503	59,2796309
58,7498827	59,27059204
58,91712143	59,26197342
59,082139	59,25375805
59,24509296	59,24593052
59,40612777	59,23847687
59,56537642	59,23138443
59,72296182	59,22464165
59,87899795	59,21823798
60,03359093	59,2121638
60,18683982	59,20641031
60,33883748	59,20096945
60,48967115	59,19583384
60,63942311	59,19099672
60,78817119	59,18645192
60,93598919	59,18219375
61,08294735	59,17821706
61,22911269	59,17451711
61,37454937	59,17108961
61,51931895	59,16793063
61,6634807	59,16503664
61,80709186	59,16240446
61,95020782	59,16003122
62,0928824	59,15791439
62,23516799	59,15605171
62,37711577	59,15444125
62,51877588	59,15308133
62,66019757	59,15197055
62,80142938	59,15110778
62,94251927	59,15049214
63,08351479	59,150123
63,22446318	59,15
